headline,article_link,is_sarcastic,date
The Lonely Little Traffic Cone,https://www.newyorker.com//humor/daily-shouts/the-lonely-little-traffic-cone,1,"August 21, 2018"
"Daily Cartoon: Tuesday, August 21st",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-august-21st-paul-revere-three-if-by-troll-farm,1,"August 21, 2018"
Headlines Anybody Is Free to Use for the Inevitable Firing/Resignation of Every Member of Trump’s Cabinet,https://www.newyorker.com//humor/daily-shouts/headlines-anybody-is-free-to-use-for-the-inevitable-firingresignation-of-every-member-of-trumps-cabinet,1,"August 21, 2018"
F.B.I. Headquarters Remodelled for President Trump,https://www.newyorker.com//humor/daily-shouts/fbi-headquarters-remodelled-for-president-trump,1,"August 20, 2018"
"Daily Cartoon: Monday, August 20th",https://www.newyorker.com//cartoons/daily-cartoon/monday-august-20th,1,"August 20, 2018"
Putin Reportedly Close to Firing Giuliani,https://www.newyorker.com//humor/borowitz-report/putin-reportedly-close-to-firing-giuliani,1,"August 20, 2018"
Other New Oscar Categories,https://www.newyorker.com//humor/daily-shouts/other-new-oscar-categories,1,"August 19, 2018"
"My Name Is Gilligan, and I’d Like to Get Off This Island Now",https://www.newyorker.com//humor/daily-shouts/my-name-is-gilligan-and-id-like-to-get-off-this-island-now,1,"August 18, 2018"
Summer Shade,https://www.newyorker.com//humor/daily-shouts/summer-shade,1,"August 17, 2018"
Pence Stages One-Man Parade in Honor of Trump,https://www.newyorker.com//humor/borowitz-report/pence-stages-one-man-parade-in-honor-of-trump,1,"August 17, 2018"
"Daily Cartoon: Friday, August 17th",https://www.newyorker.com//cartoons/daily-cartoon/friday-august-17th-nda,1,"August 17, 2018"
I’m Taking a Break from Social Media,https://www.newyorker.com//humor/daily-shouts/im-taking-a-break-from-social-media,1,"August 17, 2018"
The New Office Seating Plan,https://www.newyorker.com//humor/daily-shouts/the-new-office-seating-plan,1,"August 16, 2018"
"Daily Cartoon: Thursday, August 16th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-august-16th-crazy-rich-asians,1,"August 16, 2018"
Gift Ideas for the Writer in Your Life,https://www.newyorker.com//humor/daily-shouts/gift-ideas-for-the-writer-in-your-life,1,"August 16, 2018"
ASMR YouTube Channels for the Resistance,https://www.newyorker.com//humor/daily-shouts/asmr-youtube-channels-for-the-resistance,1,"August 15, 2018"
"Daily Cartoon: Wednesday, August 15th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-august-15th-everyone-recording,1,"August 15, 2018"
Apple Emotional Support,https://www.newyorker.com//humor/daily-shouts/apple-emotional-support,1,"August 15, 2018"
Forever 37,https://www.newyorker.com//humor/daily-shouts/forever-37,1,"August 14, 2018"
"Daily Cartoon: Tuesday, August 14th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-august-14th-founding-fathers-all-caps,1,"August 14, 2018"
How to Negotiate ... for Girls!,https://www.newyorker.com//humor/daily-shouts/how-to-negotiate-for-girls,1,"August 14, 2018"
Sunburnt Stories,https://www.newyorker.com//humor/daily-shouts/sunburnt-stories,1,"August 13, 2018"
"Daily Cartoon: Monday, August 13th",https://www.newyorker.com//cartoons/daily-cartoon/monday-august-13th-gift-situation-room,1,"August 13, 2018"
Trump Says White House Is No Place for Lying Lowlife from Reality Show,https://www.newyorker.com//humor/borowitz-report/trump-says-white-house-is-no-place-for-lying-lowlife-from-reality-show,1,"August 13, 2018"
Flowers for Amelia Bedelia,https://www.newyorker.com//humor/daily-shouts/flowers-for-amelia-bedelia,1,"August 12, 2018"
"If You Want My Blueberry-Muffin Recipe, You Must Read This Crazy-Long Preamble First",https://www.newyorker.com//humor/daily-shouts/if-you-want-my-blueberry-muffin-recipe-you-must-read-this-crazy-long-preamble-first,1,"August 11, 2018"
Coyote Doggirl & Red in “Pony Love”,https://www.newyorker.com//humor/daily-shouts/coyote-and-red-in-pony-love,1,"August 10, 2018"
"Daily Cartoon: Friday, August 10th",https://www.newyorker.com//cartoons/daily-cartoon/friday-august-10th-space-force-jammies,1,"August 10, 2018"
I’m Starting to Think We’re Teens in a Modernized Shakespeare Movie,https://www.newyorker.com//humor/daily-shouts/im-starting-to-think-were-teens-in-a-modernized-shakespeare-movie,1,"August 10, 2018"
Pence Calls Space Force Necessary to Protect U.S. from Gay Aliens,https://www.newyorker.com//humor/borowitz-report/pence-calls-space-force-necessary-to-protect-us-from-gay-aliens,1,"August 9, 2018"
Dear Pepper: Loud Phone Calls and Discomfort with “Oversharing”,https://www.newyorker.com//humor/daily-shouts/dear-pepper-loud-phone-calls-and-discomfort-with-oversharing,1,"August 9, 2018"
"Daily Cartoon: Thursday, August 9th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-august-9th-tax-cuts-summer-day,1,"August 9, 2018"
Republicans Projected to Pick up Seventy Seats in Prison,https://www.newyorker.com//humor/borowitz-report/republicans-projected-to-pick-up-seventy-seats-in-prison,1,"August 9, 2018"
How Things Could Get Worse for the New York Mets,https://www.newyorker.com//humor/daily-shouts/how-things-could-get-worse-for-the-new-york-mets,1,"August 9, 2018"
N.Y. vs. L.A. vs. Literally Anywhere Else,https://www.newyorker.com//humor/daily-shouts/ny-vs-la-vs-literally-anywhere-else,1,"August 8, 2018"
Republicans Outspent Democrats in Ohio by a Hundred Million Rubles,https://www.newyorker.com//humor/borowitz-report/republicans-outspent-democrats-in-ohio-by-a-hundred-million-rubles,1,"August 8, 2018"
"Daily Cartoon: Wednesday, August 8th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-august-8th-alex-jones,1,"August 8, 2018"
"With This Facebook Like, I Hereby Acknowledge That You Got Married",https://www.newyorker.com//humor/daily-shouts/with-this-facebook-like-i-hereby-acknowledge-that-you-got-married,1,"August 8, 2018"
If I Knew Then What I Know Now,https://www.newyorker.com//humor/daily-shouts/if-i-knew-then-what-i-know-now,1,"August 7, 2018"
"Daily Cartoon: Tuesday, August 7th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-august-7th-white-house-pants-on-fire,1,"August 7, 2018"
Californians Puzzled by Trump’s Failure to Blame Wildfires on Hillary,https://www.newyorker.com//humor/borowitz-report/californians-puzzled-by-trumps-failure-to-blame-wildfires-on-hillary,1,"August 7, 2018"
"So, After All This Time, You’ve Come Crawling Back to Cable",https://www.newyorker.com//humor/daily-shouts/so-after-all-this-time-youve-come-crawling-back-to-cable,1,"August 7, 2018"
What to Expect from Your Affordable-Hotel Experience,https://www.newyorker.com//humor/daily-shouts/what-to-expect-from-your-affordable-hotel-experience,1,"August 6, 2018"
"Daily Cartoon: Monday, August 6th",https://www.newyorker.com//cartoons/daily-cartoon/monday-august-6th-what-would-trump-do,1,"August 6, 2018"
Oliver North Vows to Raise Money for the N.R.A. by Selling Arms to Iran,https://www.newyorker.com//humor/borowitz-report/oliver-north-vows-to-raise-money-for-the-nra-by-selling-arms-to-iran,1,"August 5, 2018"
Ants,https://www.newyorker.com//humor/daily-shouts/ants,1,"August 5, 2018"
Welcome to Pastures,https://www.newyorker.com//humor/daily-shouts/welcome-to-pastures,1,"August 4, 2018"
Social-Media Noir,https://www.newyorker.com//humor/daily-shouts/social-media-noir,1,"August 3, 2018"
"Daily Cartoon: Friday, August 3rd",https://www.newyorker.com//cartoons/daily-cartoon/friday-august-3rd-trillion-dollar-apple,1,"August 3, 2018"
We’re Sorry—Our Sentient Air-Conditioner Is the Landlord Now,https://www.newyorker.com//humor/daily-shouts/were-sorryour-sentient-air-conditioner-is-the-landlord-now,1,"August 3, 2018"
Types of Bugs,https://www.newyorker.com//humor/daily-shouts/types-of-bugs,1,"August 2, 2018"
"Daily Cartoon: Thursday, August 2nd",https://www.newyorker.com//cartoons/daily-cartoon/thursday-august-2nd-asteroid-midterms,1,"August 2, 2018"
Greeting Cards for These Trying Times,https://www.newyorker.com//humor/daily-shouts/greeting-cards-for-these-trying-times,1,"August 2, 2018"
Sentient Coffee,https://www.newyorker.com//humor/daily-shouts/sentient-coffee,1,"August 1, 2018"
Millions of Americans Denied Groceries After Failing to Provide I.D.,https://www.newyorker.com//humor/borowitz-report/millions-of-americans-denied-groceries-after-failing-to-provide-id,1,"August 1, 2018"
"Daily Cartoon: Wednesday, August 1st",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-august-1st-paul-manafort-purchases,1,"August 1, 2018"
"Microdoses, Ranked",https://www.newyorker.com//humor/daily-shouts/microdoses-ranked,1,"August 1, 2018"
Tales of a Cartoonist Lady Person: Shopping in Korea and America,https://www.newyorker.com//humor/daily-shouts/tales-of-a-cartoonist-lady-person-shopping-in-korea-and-america,1,"July 31, 2018"
"Daily Cartoon: Tuesday, July 31st",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-july-31st-collusion-and-other-crimes,1,"July 31, 2018"
Theories as to Why You Refused This Drawing I Made of an Expertly Shaded Cube,https://www.newyorker.com//humor/daily-shouts/theories-as-to-why-you-refused-this-drawing-i-made-of-an-expertly-shaded-cube,1,"July 31, 2018"
How to Get Over Getting Ghosted,https://www.newyorker.com//humor/daily-shouts/how-to-get-over-getting-ghosted,1,"July 30, 2018"
"Daily Cartoon: Monday, July 30th",https://www.newyorker.com//cartoons/daily-cartoon/monday-july-30th-nytimes-crossword-enemy,1,"July 30, 2018"
Main Forms of Entertainment on a Meditation Retreat,https://www.newyorker.com//humor/daily-shouts/main-forms-of-entertainment-on-a-meditation-retreat,1,"July 29, 2018"
Curating Starbucks Art,https://www.newyorker.com//humor/daily-shouts/curating-starbucks-art,1,"July 28, 2018"
Ten Relationship Metaphors Drawn by a Relatively Emotionally Literate Thirty-Three-Year-Old Who Is in Touch with All Her Exes,https://www.newyorker.com//humor/daily-shouts/ten-relationship-metaphors-drawn-by-a-relatively-emotionally-literate-thirty-three-year-old-who-is-in-touch-with-all-her-exes,1,"July 27, 2018"
"Daily Cartoon: Friday, July 27th",https://www.newyorker.com//cartoons/daily-cartoon/friday-july-27th-get-the-hell-out-of-2018,1,"July 27, 2018"
Trump Family Flees to Moscow,https://www.newyorker.com//humor/borowitz-report/trump-family-flees-to-moscow,1,"July 27, 2018"
Self-Help Books That Take Into Account Your Many Limitations,https://www.newyorker.com//humor/daily-shouts/self-help-books-that-take-into-account-your-many-limitations,1,"July 27, 2018"
"Dear Pepper: A Partner’s Ex, Feeling Smothered, and Bad Feminism",https://www.newyorker.com//humor/daily-shouts/dear-pepper-a-partners-ex-feeling-smothered-and-bad-feminism,1,"July 26, 2018"
Republicans Accuse Rosenstein of Secretly Plotting to Uphold Constitution,https://www.newyorker.com//humor/borowitz-report/republicans-accuse-rosenstein-of-secretly-plotting-to-uphold-constitution,1,"July 26, 2018"
"Daily Cartoon: Thursday, July 26th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-july-26th-pencil-sharpener-wiretap,1,"July 26, 2018"
Truly Incredible Bill Murray Sightings,https://www.newyorker.com//humor/daily-shouts/truly-incredible-bill-murray-sightings,1,"July 26, 2018"
America!: Ruth Bader Ginsburg’s Summer Beach Party,https://www.newyorker.com//humor/daily-shouts/america-ruth-bader-ginsburgs-summer-beach-party,1,"July 25, 2018"
"Daily Cartoon: Wednesday, July 25th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-july-25th-who-trump-works-for,1,"July 25, 2018"
Ivanka Trump Named Dean of Business School at Trump University,https://www.newyorker.com//humor/borowitz-report/ivanka-trump-named-dean-of-business-school-at-trump-university,1,"July 25, 2018"
No Pressure,https://www.newyorker.com//humor/daily-shouts/no-pressure,1,"July 25, 2018"
Inspirational-Quote Cushions for Different Life Stages,https://www.newyorker.com//humor/daily-shouts/inspirational-quote-cushions-for-different-life-stages,1,"July 24, 2018"
"Daily Cartoon: Tuesday, July 24th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-july-24th-security-clearance,1,"July 24, 2018"
Trump Threatens to Yank Security Clearance from Frederick Douglass,https://www.newyorker.com//humor/borowitz-report/trump-threatens-to-yank-security-clearance-from-frederick-douglass,1,"July 24, 2018"
The Plan for Ruby’s Unsurprisingly Terrible Surprise Party,https://www.newyorker.com//humor/daily-shouts/the-plan-for-rubys-unsurprisingly-terrible-surprise-party,1,"July 24, 2018"
"If You Ask Me: Summer Sludge, or Please Don’t Pet the Triceratops",https://www.newyorker.com//humor/daily-shouts/if-you-ask-me-summer-sludge-or-please-dont-pet-the-triceratops,1,"July 23, 2018"
"Daily Cartoon: Monday, July 23rd",https://www.newyorker.com//cartoons/daily-cartoon/monday-july-23rd-et-tu-cohen,1,"July 23, 2018"
Trump to Discontinue Obama-Era Practice of Using Lowercase Letters,https://www.newyorker.com//humor/borowitz-report/trump-to-discontinue-obama-era-practice-of-using-lowercase-letters,1,"July 23, 2018"
Trump Demands That N.F.L. Players Stand During Russian National Anthem,https://www.newyorker.com//humor/borowitz-report/trump-demands-that-nfl-players-stand-during-russian-national-anthem,1,"July 22, 2018"
#MeToo Women’s Products,https://www.newyorker.com//humor/daily-shouts/metoo-womens-products,1,"July 22, 2018"
Why I’ll Never Be Replaced by a Robot,https://www.newyorker.com//humor/daily-shouts/why-ill-never-be-replaced-by-a-robot,1,"July 21, 2018"
Cartoonists Recaption Doctor Diagrams,https://www.newyorker.com//humor/daily-shouts/cartoonists-re-caption-doctor-diagrams,1,"July 20, 2018"
"Daily Cartoon: Friday, July 20th",https://www.newyorker.com//cartoons/daily-cartoon/friday-july-20th-cash-grab-sequel,1,"July 20, 2018"
Leaders of ISIS and Al Qaeda Puzzled Why Trump Has Not Invited Them to White House,https://www.newyorker.com//humor/borowitz-report/leaders-of-isis-and-al-qaeda-puzzled-why-trump-has-not-invited-them-to-white-house,1,"July 20, 2018"
Updated Presidential Fitness Test,https://www.newyorker.com//humor/daily-shouts/updated-presidential-fitness-test,1,"July 20, 2018"
Wedding Favors of 2018,https://www.newyorker.com//humor/daily-shouts/wedding-favors-of-2018,1,"July 19, 2018"
"“I Was Never This Blatant,” Says Benedict Arnold in Hell",https://www.newyorker.com//humor/borowitz-report/i-was-never-this-blatant-says-benedict-arnold-in-hell,1,"July 19, 2018"
"Daily Cartoon: Thursday, July 19th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-july-19th-lassie-get-help,1,"July 19, 2018"
The Donner Party on the Q Train,https://www.newyorker.com//humor/daily-shouts/the-donner-party-on-the-q-train,1,"July 19, 2018"
Rebranding Ideas For Neapolitan Ice Cream,https://www.newyorker.com//humor/daily-shouts/rebranding-ideas-for-neapolitan-ice-cream,1,"July 18, 2018"
"Daily Cartoon: Wednesday, July 18th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-july-18th-backtrack-helsinki,1,"July 18, 2018"
New Features Coming to MoviePass Because We’re Screwed,https://www.newyorker.com//humor/daily-shouts/new-features-coming-to-moviepass-because-were-screwed,1,"July 18, 2018"
"Daily Cartoon: Tuesday, July 17th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-july-17th,1,"July 17, 2018"
Playing Mommies and Daddies,https://www.newyorker.com//humor/daily-shouts/playing-mommies-and-daddies,1,"July 17, 2018"
I Am the Last of the #NeverTrumpers,https://www.newyorker.com//humor/daily-shouts/i-am-the-last-of-the-nevertrumpers,1,"July 17, 2018"
The Aging Process,https://www.newyorker.com//humor/daily-shouts/the-aging-process,1,"July 16, 2018"
"Daily Cartoon: Monday, July 16th",https://www.newyorker.com//cartoons/daily-cartoon/monday-july-16th-sacha-baron-cohen,1,"July 16, 2018"
Kim Jong Un Upset to Learn That Trump Is Seeing Other Dictators,https://www.newyorker.com//humor/borowitz-report/kim-jong-un-upset-to-learn-that-trump-is-seeing-other-dictators,1,"July 16, 2018"
Oligarchs: A Field Guide,https://www.newyorker.com//humor/daily-shouts/oligarchs-a-field-guide,1,"July 15, 2018"
The Rainbow Bridge (for Your Cat),https://www.newyorker.com//humor/daily-shouts/the-rainbow-bridge-for-your-cat,1,"July 14, 2018"
Perfect Roommates You’ll Never Find,https://www.newyorker.com//humor/daily-shouts/perfect-roommates-youll-never-find,1,"July 13, 2018"
"Daily Cartoon: Friday, July 13th",https://www.newyorker.com//cartoons/daily-cartoon/friday-july-13th-world-cup-meme,1,"July 13, 2018"
Riding Solo: The Oatsy Story,https://www.newyorker.com//humor/daily-shouts/riding-solo-the-oatsy-story,1,"July 13, 2018"
Dear Pepper: Going Through Phones and Day-Job Drudgery,https://www.newyorker.com//humor/daily-shouts/dear-pepper-going-through-phones-and-day-job-drudgery,1,"July 12, 2018"
Queen Elizabeth Says Bone Spurs Will Prevent Her from Meeting Trump,https://www.newyorker.com//humor/borowitz-report/queen-elizabeth-says-bone-spurs-will-prevent-her-from-meeting-trump,1,"July 12, 2018"
"Daily Cartoon: Thursday, July 12th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-july-12th-everything-is-horrible,1,"July 12, 2018"
Cheat Codes for Real Life,https://www.newyorker.com//humor/daily-shouts/cheat-codes-for-real-life,1,"July 12, 2018"
Merkel Asks Mueller If There’s Anything She Can Do to Help,https://www.newyorker.com//humor/borowitz-report/merkel-asks-mueller-if-theres-anything-she-can-do-to-help,1,"July 11, 2018"
The Inspiring Women Barbie Line and Supportive Partner Ken Line,https://www.newyorker.com//humor/daily-shouts/the-inspiring-women-barbie-line-and-supportive-partner-ken-line,1,"July 11, 2018"
"Daily Cartoon: Wednesday, July 11th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-july-11th-guide-to-reproductive-rights,1,"July 11, 2018"
Summer Fairy Tales for Parents,https://www.newyorker.com//humor/daily-shouts/summer-fairy-tales-for-parents,1,"July 11, 2018"
Seasons in California,https://www.newyorker.com//humor/daily-shouts/seasons-in-california,1,"July 10, 2018"
"Daily Cartoon: Tuesday, July 10th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-july-10th-kavanaugh-retainer,1,"July 10, 2018"
Man Wins “Why Trump Shouldn’t Go to Prison” Essay Contest,https://www.newyorker.com//humor/borowitz-report/man-wins-why-trump-shouldnt-go-to-prison-essay-contest,1,"July 10, 2018"
Things Almost as Good as My Visa Élite Topaz Rewards Card,https://www.newyorker.com//humor/daily-shouts/things-almost-as-good-as-my-visa-elite-topaz-rewards-card,1,"July 10, 2018"
Putin Reportedly Has Made Final Supreme Court Choice,https://www.newyorker.com//humor/borowitz-report/putin-reportedly-has-made-final-supreme-court-choice,1,"July 9, 2018"
"Daily Cartoon: Monday, July 9th",https://www.newyorker.com//cartoons/daily-cartoon/monday-july-9th-burning-bush-epa,1,"July 9, 2018"
China Slaps Two-Thousand-Per-Cent Tariff on Tanning Beds,https://www.newyorker.com//humor/borowitz-report/china-slaps-two-thousand-per-cent-tariff-on-tanning-beds,1,"July 9, 2018"
Mocktails,https://www.newyorker.com//humor/daily-shouts/mocktails,1,"July 9, 2018"
Meals You Can Eat on the New York City Subway,https://www.newyorker.com//sections/humor/meals-you-can-eat-on-the-new-york-city-subway,1,"July 8, 2018"
Welcome to Zucktown!,https://www.newyorker.com//humor/daily-shouts/welcome-to-zucktown,1,"July 7, 2018"
"Daily Cartoon: Friday, July 6th",https://www.newyorker.com//cartoons/daily-cartoon/friday-july-6th-as-weird-as-wonderland,1,"July 6, 2018"
Re: Our Hiring Process,https://www.newyorker.com//humor/daily-shouts/re-our-hiring-process,1,"July 6, 2018"
"Daily Cartoon: Thursday, July 5th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-july-5th-hear-ye-hear-ye,1,"July 5, 2018"
If “Bachelorette” Contestants Were Subway Seats Vying for My Attention,https://www.newyorker.com//humor/daily-shouts/if-bachelorette-contestants-were-subway-seats-vying-for-my-attention,1,"July 5, 2018"
"Daily Cartoon: Wednesday, July 4th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-july-4th-laws,1,"July 4, 2018"
All Together Now,https://www.newyorker.com//humor/daily-shouts/all-together-now,1,"July 4, 2018"
"Daily Cartoon: Tuesday, July 3rd",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-july-3rd-nothing-but-the-truth,1,"July 3, 2018"
Cooking with Chef Bobo,https://www.newyorker.com//humor/daily-shouts/cooking-with-chef-bobo,1,"July 3, 2018"
The MacMillans Announce the Engagement of Their Daughter to a Man with Really Fantastic Health Insurance,https://www.newyorker.com//humor/daily-shouts/the-macmillans-announce-the-engagement-of-their-daughter-to-a-man-with-really-fantastic-health-insurance,1,"July 2, 2018"
"Daily Cartoon: Monday, July 2nd",https://www.newyorker.com//cartoons/daily-cartoon/monday-july-2nd-world-standing,1,"July 2, 2018"
Where Your Personalities Go While You’re Having Sex,https://www.newyorker.com//humor/daily-shouts/where-your-personalities-go-while-youre-having-sex,1,"July 1, 2018"
Why White People Called the Authorities This Week,https://www.newyorker.com//humor/daily-shouts/why-white-people-called-the-authorities-this-week,1,"June 30, 2018"
"Daily Cartoon: Friday, June 29th",https://www.newyorker.com//cartoons/daily-cartoon/friday-june-29th-heres-your-problem,1,"June 29, 2018"
Comments I’ve Heard About the World Cup That Could Also Be Trump Quotes,https://www.newyorker.com//humor/daily-shouts/comments-ive-heard-about-the-world-cup-that-could-also-be-trump-quotes,1,"June 29, 2018"
I Am the Algorithm,https://www.newyorker.com//humor/daily-shouts/i-am-the-algorithm,1,"June 29, 2018"
Dear Pepper: Unpaid-For Jeans and Learning Excel,https://www.newyorker.com//humor/daily-shouts/dear-pepper-unpaid-for-jeans-and-learning-excel,1,"June 28, 2018"
"Daily Cartoon: Thursday, June 28th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-june-28th-trump-supreme-court-side-hustle,1,"June 28, 2018"
We’d Like to Split the Bill,https://www.newyorker.com//humor/daily-shouts/wed-like-to-split-the-bill,1,"June 28, 2018"
What Plants Hear All Day at a Brooklyn Farmers’ Market,https://www.newyorker.com//humor/daily-shouts/what-plants-hear-all-day-at-a-brooklyn-farmers-market,1,"June 27, 2018"
"Daily Cartoon: Wednesday, June 27th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-june-27th-fake-controversies,1,"June 27, 2018"
Millennial Wingdings,https://www.newyorker.com//humor/daily-shouts/millennial-wingdings,1,"June 27, 2018"
N.Y.C. Tourist Destinations Reviewed By Someone Who Lives Here,https://www.newyorker.com//humor/daily-shouts/nyc-tourist-destinations-reviewed-by-someone-who-lives-here,1,"June 26, 2018"
Foreigners Unsure Why Anyone Would Want to Travel to U.S. at This Point,https://www.newyorker.com//humor/borowitz-report/foreigners-unsure-why-anyone-would-want-to-travel-to-us-at-this-point,1,"June 26, 2018"
"Daily Cartoon: Tuesday, June 26th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-june-26th-stephen-sarah-kirstjen-nighthawks,1,"June 26, 2018"
"Everything Your Apartment Needs, According to Instagram",https://www.newyorker.com//humor/daily-shouts/everything-your-apartment-needs-according-to-instagram,1,"June 26, 2018"
I’ve Quit Writing Personal Essays About Quitting Things: A Personal Essay,https://www.newyorker.com//humor/daily-shouts/ive-quit-writing-personal-essays-about-quitting-things-a-personal-essay,1,"June 25, 2018"
"Daily Cartoon: Monday, June 25th",https://www.newyorker.com//cartoons/daily-cartoon/monday-june-25th-welcome-to-canada,1,"June 25, 2018"
Are You and Your First-Grade Boyfriend Ready for Marriage?,https://www.newyorker.com//humor/daily-shouts/are-you-and-your-first-grade-boyfriend-ready-for-marriage,1,"June 24, 2018"
Updated Privacy Policy for Being My Friend,https://www.newyorker.com//humor/daily-shouts/updated-privacy-policy-for-being-my-friend,1,"June 23, 2018"
Curmudgeons,https://www.newyorker.com//humor/daily-shouts/curmudgeons,1,"June 22, 2018"
"Daily Cartoon: Friday, June 22nd",https://www.newyorker.com//cartoons/daily-cartoon/friday-june-22nd-melania-jacket,1,"June 22, 2018"
Little-Known Writing Residencies,https://www.newyorker.com//humor/daily-shouts/little-known-writing-residencies,1,"June 22, 2018"
America!: The Most Annoying State Birds,https://www.newyorker.com//humor/daily-shouts/america-the-most-annoying-state-birds,1,"June 21, 2018"
"Daily Cartoon: Thursday, June 21st",https://www.newyorker.com//cartoons/daily-cartoon/thursday-june-21st-teen-voter-registration,1,"June 21, 2018"
Important Safety Information Regarding Trump Tweets,https://www.newyorker.com//humor/daily-shouts/important-safety-information-regarding-trump-tweets,1,"June 21, 2018"
The Best Floats at the Straight-Pride Parade,https://www.newyorker.com//humor/daily-shouts/the-best-floats-at-the-straight-pride-parade,1,"June 20, 2018"
"Daily Cartoon: Wednesday, June 20th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-june-20th-christinas-world-cup,1,"June 20, 2018"
How to Tell Your Friends That You Met Your Partner in Real Life,https://www.newyorker.com//humor/daily-shouts/how-to-tell-your-friends-that-you-met-your-partner-in-real-life,1,"June 20, 2018"
New Old Wives’ Tales for New New Yorkers,https://www.newyorker.com//humor/daily-shouts/new-old-wives-tales-for-new-new-yorkers,1,"June 19, 2018"
"Daily Cartoon: Tuesday, June 19th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-june-19th-trump-immigrant-children,1,"June 19, 2018"
Midflight Horoscopes,https://www.newyorker.com//humor/daily-shouts/mid-flight-horoscopes,1,"June 19, 2018"
2018’s Worst Pool Toys,https://www.newyorker.com//humor/daily-shouts/2018s-worst-pool-toys,1,"June 18, 2018"
"Daily Cartoon: Monday, June 18th",https://www.newyorker.com//cartoons/daily-cartoon/monday-june-18th-trump-holy-bible,1,"June 18, 2018"
"If You Ever Hurt My Daughter, I Swear to God I’ll Let Her Navigate Her Own Emotional Growth",https://www.newyorker.com//humor/daily-shouts/if-you-ever-hurt-my-daughter-i-swear-to-god-ill-let-her-navigate-her-own-emotional-growth,1,"June 17, 2018"
2018 World Cup Yearbook Awards,https://www.newyorker.com//humor/daily-shouts/2018-world-cup-yearbook-awards,1,"June 16, 2018"
Father (Action) Figures!,https://www.newyorker.com//humor/daily-shouts/father-action-figures,1,"June 15, 2018"
"Daily Cartoon: Friday, June 15th",https://www.newyorker.com//cartoons/daily-cartoon/friday-june-15th-press-secretary-upgrades,1,"June 15, 2018"
If You Ask Me: Only Deadpool Can Save Us Now,https://www.newyorker.com//humor/daily-shouts/if-you-ask-me-only-deadpool-can-save-us-now,1,"June 15, 2018"
"Dear Pepper: Saying “I Love You,” Crushing on a Roommate, and Small Talk After Loss",https://www.newyorker.com//humor/daily-shouts/dear-pepper-saying-i-love-you-crushing-on-a-roommate-and-small-talk-after-loss,1,"June 14, 2018"
"Daily Cartoon: Thursday, June 14th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-june-14th-raccoon-climb,1,"June 14, 2018"
Trump Agrees to Let Kim Jong Un Have Pence as Manservant,https://www.newyorker.com//humor/borowitz-report/trump-agrees-to-let-kim-jong-un-have-pence-as-manservant,1,"June 14, 2018"
iPhone Games I’ve Been Playing Recently,https://www.newyorker.com//humor/daily-shouts/iphone-games-ive-been-playing-recently,1,"June 14, 2018"
The Lord of All Evil,https://www.newyorker.com//humor/daily-shouts/the-lord-of-all-evil,1,"June 13, 2018"
"Daily Cartoon: Wednesday, June 13th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-june-13th-kim-jong-un-tweets,1,"June 13, 2018"
More Chinese Proverbs by Ivanka Trump,https://www.newyorker.com//humor/daily-shouts/more-chinese-proverbs-by-ivanka-trump,1,"June 13, 2018"
Remember Yesterday?,https://www.newyorker.com//humor/daily-shouts/remember-yesterday,1,"June 13, 2018"
Dreaming of a Reading Bar,https://www.newyorker.com//humor/daily-shouts/dreaming-of-a-reading-bar,1,"June 12, 2018"
"Daily Cartoon: Tuesday, June 12th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-june-12th-trump-kim-mirror,1,"June 12, 2018"
Ten Less-Awful G.O.P. Congressional Candidates to Watch in 2018,https://www.newyorker.com//humor/daily-shouts/ten-less-awful-gop-congressional-candidates-to-watch-in-2018,1,"June 12, 2018"
